Calendar Week,Expert Partner,Expert Location,OIT Node 1 (Contact Drivers),OIT Node 2 (Contact Drivers),OIT Node 3 (Contact Drivers),Handled Contacts,AHT,Transfers (%),tNPS,Survey Resp. Rate (tNPS),TNPS Survey Resp. Count,Issue Resolution (tNPS),New MCR 7-Day (Look-forward),Cases,Cases (excl. Internal),# of Experts
8/4/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit refunds,134.,20.2,31.3%,50.0,15.6%,12.,87.5%,4.0%,136.,113.,58.
8/4/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,-,485.,19.1,27.0%,38.5,20.2%,52.,90.9%,8.1%,460.,368.,75.
8/4/2024,CONCENTRIX,Mexico City,Account management,Intuit account settings,-,78.,34.9,9.0%,20.0,18.5%,10.,62.5%,10.4%,85.,73.,25.
8/4/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,New subscriptions,36.,17.9,52.8%,100.0,6.7%,1.,100.0%,21.1%,32.,23.,30.
8/4/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,Order supplies,2.,6.8,.0%,-,.0%,.,-,.0%,1.,1.,2.
8/4/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,-,53.,16.3,50.9%,.0,9.5%,2.,50.0%,12.9%,47.,33.,38.
8/4/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Account status,129.,23.3,24.0%,100.0,12.3%,9.,100.0%,3.8%,126.,99.,57.
8/4/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Cancel products or services,192.,17.4,28.1%,50.0,18.0%,20.,94.1%,10.4%,187.,149.,68.
8/4/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Migrate services,12.,17.0,41.7%,-,.0%,.,-,40.0%,8.,3.,11.
8/4/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Renew or reactivate,288.,29.7,16.7%,51.4,17.3%,35.,89.7%,5.5%,293.,258.,66.
8/4/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,-,690.,22.9,24.3%,54.4,17.3%,68.,89.1%,7.6%,661.,536.,79.
8/4/2024,CONCENTRIX,Mexico City,Account management,Taxpayer Identification numbers,-,7.,3.5,28.6%,100.0,25.0%,1.,100.0%,.0%,8.,7.,10.
8/4/2024,CONCENTRIX,Mexico City,Account management,-,-,"1,029.",22.7,25.1%,46.9,17.0%,96.,87.0%,8.5%,994.,791.,80.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Bookkeeping processes,Journal entries,20.,31.7,25.0%,-,.0%,.,-,16.7%,21.,17.,17.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Bookkeeping processes,Statement reconciliation,37.,32.1,16.2%,20.0,26.3%,5.,40.0%,27.6%,38.,30.,34.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business accounts,Chart of accounts,3.,33.3,.0%,-,.0%,.,-,.0%,4.,3.,3.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business accounts,-,8.,19.2,25.0%,-,.0%,.,-,.0%,9.,7.,7.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accountant reports,2.,92.4,.0%,-,.0%,.,-,.0%,3.,2.,2.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accounts payable reports,4.,22.8,25.0%,-,-,.,-,100.0%,3.,1.,6.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accounts receivable reports,.,-,-,-,-,.,-,-,.,.,1.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Audit log,5.,7.9,40.0%,-,.0%,.,-,.0%,5.,3.,5.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Customer statements,4.,50.0,25.0%,100.0,50.0%,1.,100.0%,75.0%,4.,3.,4.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Financial reports,4.,22.8,25.0%,-,-,.,-,100.0%,3.,1.,7.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Payroll reports,20.,21.7,10.0%,100.0,10.0%,1.,100.0%,10.0%,21.,14.,12.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Purchase reports,1.,32.7,.0%,-,.0%,.,-,.0%,1.,1.,1.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Sales reports,2.,12.7,.0%,-100.0,50.0%,1.,-,.0%,3.,3.,2.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Stock reports,1.,20.0,.0%,-,-,.,-,.0%,1.,1.,1.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Transaction reports,3.,24.5,.0%,-100.0,33.3%,1.,-,.0%,4.,4.,3.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Experts and advice,Accountant certification,1.,4.0,.0%,-,-,.,-,-,.,.,1.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Experts and advice,-,1.,4.0,.0%,-,-,.,-,-,.,.,1.
8/4/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,-,-,58.,29.8,20.7%,20.0,18.5%,5.,40.0%,17.8%,60.,48.,41.
8/4/2024,CONCENTRIX,Mexico City,Banking,Bank accounts,Set up money movement,2.,12.4,.0%,-,.0%,.,-,.0%,2.,2.,2.
8/4/2024,CONCENTRIX,Mexico City,Banking,Bank accounts,-,9.,38.1,.0%,-100.0,16.7%,1.,-,37.5%,11.,8.,7.
8/4/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,Bank feeds,14.,29.2,14.3%,33.3,37.5%,3.,100.0%,27.3%,13.,9.,12.
8/4/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,Direct feeds,20.,39.6,20.0%,100.0,9.1%,1.,100.0%,.0%,19.,15.,15.
8/4/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,-,32.,34.2,18.8%,50.0,22.2%,4.,100.0%,11.5%,30.,23.,23.
8/4/2024,CONCENTRIX,Mexico City,Banking,Bank deposits,Direct deposits,40.,36.5,15.0%,.0,10.5%,2.,100.0%,18.2%,41.,29.,21.
8/4/2024,CONCENTRIX,Mexico City,Banking,Bank deposits,-,58.,28.8,24.1%,.0,13.0%,3.,100.0%,13.6%,56.,39.,33.
8/4/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,Matching rules,1.,17.0,.0%,-,.0%,.,-,-,2.,2.,1.
8/4/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,Memorise transactions,1.,17.1,.0%,.0,100.0%,1.,100.0%,.0%,1.,1.,1.
8/4/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,Verify transactions,1.,41.9,.0%,-,.0%,.,-,.0%,1.,1.,2.
8/4/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,-,80.,32.5,21.3%,25.0,18.2%,8.,66.7%,14.8%,80.,62.,41.
8/4/2024,CONCENTRIX,Mexico City,Banking,-,-,156.,31.4,20.5%,15.4,16.7%,13.,77.8%,15.1%,155.,114.,63.
8/4/2024,CONCENTRIX,Mexico City,Business management,Small business processes,-,242.,20.3,31.0%,46.7,15.5%,15.,91.7%,14.2%,212.,143.,66.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Back up data,143.,34.6,8.4%,83.3,20.0%,18.,88.9%,21.2%,148.,116.,61.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Damaged data,17.,41.2,23.5%,100.0,9.1%,1.,100.0%,29.4%,18.,15.,14.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Data utilities,10.,26.7,20.0%,100.0,14.3%,1.,100.0%,37.5%,10.,9.,7.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Migrate data,116.,23.7,27.6%,.0,4.3%,2.,100.0%,16.0%,116.,77.,52.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Sync data,4.,34.2,25.0%,-,.0%,.,-,.0%,4.,3.,4.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,Electronic filing,-,9.,28.4,.0%,-,.0%,.,-,.0%,10.,9.,7.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,File management,Accountant copy,15.,28.5,33.3%,100.0,28.6%,2.,50.0%,36.4%,17.,13.,15.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,File management,Company file,16.,27.4,37.5%,100.0,28.6%,2.,50.0%,36.4%,18.,14.,15.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,File management,Convert files,26.,20.5,34.6%,-100.0,8.3%,1.,-,21.1%,27.,19.,19.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,File management,Delete file,1.,36.5,.0%,-,-,.,-,100.0%,1.,.,2.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,File management,Import or export files,19.,14.4,36.8%,-,.0%,.,-,7.7%,19.,12.,19.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,File management,Open programs,80.,36.2,20.0%,41.7,25.0%,12.,90.9%,18.5%,80.,63.,48.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,File management,Set up files,62.,32.5,11.3%,87.5,18.6%,8.,87.5%,24.5%,65.,56.,46.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,File management,-,161.,35.5,15.5%,52.4,20.2%,21.,90.0%,21.9%,168.,136.,65.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,Report management,Customise reports,1.,28.3,.0%,-,.0%,.,-,100.0%,1.,1.,2.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,Report management,Memorise reports,2.,113.8,.0%,.0,50.0%,1.,100.0%,50.0%,2.,2.,2.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,Report management,-,64.,28.6,14.1%,10.0,27.0%,10.,87.5%,21.7%,68.,51.,37.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,Web integration,Manage integrations,8.,17.0,37.5%,-,.0%,.,-,.0%,7.,4.,8.
8/4/2024,CONCENTRIX,Mexico City,Data and systems,-,-,444.,30.8,18.0%,47.7,17.5%,44.,90.0%,17.7%,455.,344.,78.
8/4/2024,CONCENTRIX,Mexico City,Employee management,Employee time off,Paid time off,2.,19.9,.0%,-,.0%,.,-,.0%,2.,1.,2.
8/4/2024,CONCENTRIX,Mexico City,Employee management,Employee time off,-,2.,19.9,.0%,-,.0%,.,-,.0%,2.,1.,2.
8/4/2024,CONCENTRIX,Mexico City,Employee management,Time tracking,Track worker hours,6.,5.8,33.3%,-,.0%,.,-,.0%,2.,1.,5.
8/4/2024,CONCENTRIX,Mexico City,Employee management,Time tracking,-,8.,6.3,37.5%,-,.0%,.,-,.0%,4.,3.,7.
8/4/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,Insurance and medical benefits,8.,25.4,.0%,100.0,20.0%,1.,-,.0%,9.,7.,6.
8/4/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,Retirement benefits,1.,21.2,.0%,100.0,100.0%,1.,-,.0%,1.,1.,1.
8/4/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,-,11.,24.0,.0%,100.0,28.6%,2.,-,.0%,12.,9.,8.
8/4/2024,CONCENTRIX,Mexico City,Employee management,Workers compensation,-,1.,15.3,100.0%,-,-,.,-,.0%,1.,.,2.
8/4/2024,CONCENTRIX,Mexico City,Employee management,-,-,47.,19.5,14.9%,100.0,8.3%,2.,100.0%,9.7%,37.,28.,26.
8/4/2024,CONCENTRIX,Mexico City,Finance,Income,Salaries and wages,10.,7.2,30.0%,-,.0%,.,-,.0%,9.,5.,9.
8/4/2024,CONCENTRIX,Mexico City,Finance,Income,-,10.,7.2,30.0%,-,.0%,.,-,.0%,9.,5.,9.
8/4/2024,CONCENTRIX,Mexico City,Finance,Liabilities,Liability schedules,3.,28.9,66.7%,-,.0%,.,-,.0%,3.,1.,3.
8/4/2024,CONCENTRIX,Mexico City,Finance,Liabilities,-,3.,28.9,66.7%,-,.0%,.,-,.0%,3.,1.,3.
8/4/2024,CONCENTRIX,Mexico City,Finance,-,-,13.,12.2,38.5%,-,.0%,.,-,.0%,12.,6.,11.
8/4/2024,CONCENTRIX,Mexico City,Marketing,-,-,28.,10.5,60.7%,-,.0%,.,-,7.7%,21.,10.,20.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,Unemployment taxes,4.,31.6,25.0%,-,.0%,.,-,50.0%,3.,2.,4.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,Wage withholdings,38.,41.6,10.5%,77.8,40.9%,9.,87.5%,28.1%,37.,27.,20.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,-,40.,39.9,10.0%,77.8,39.1%,9.,87.5%,26.5%,39.,28.,21.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll compliance,-,1.,10.7,.0%,-,-,.,-,.0%,1.,.,1.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Annual employer forms,4.,15.6,.0%,-,.0%,.,-,.0%,4.,3.,4.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Paycheque forms,25.,19.7,12.0%,100.0,12.5%,1.,100.0%,5.0%,21.,12.,18.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Quarterly employer forms,85.,31.5,18.8%,71.4,15.9%,7.,83.3%,5.2%,81.,63.,33.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,-,111.,28.5,17.1%,75.0,15.1%,8.,85.7%,5.0%,103.,77.,39.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll preferences,-,10.,27.9,40.0%,-,.0%,.,-,.0%,9.,5.,7.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Correct payroll,16.,32.3,6.3%,100.0,14.3%,1.,100.0%,6.7%,18.,11.,15.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Deliver paycheque,10.,20.1,10.0%,-,.0%,.,-,.0%,12.,9.,10.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Submit payroll,40.,35.9,7.5%,66.7,28.6%,6.,66.7%,11.8%,42.,31.,20.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,-,384.,33.9,8.9%,48.1,20.0%,52.,78.0%,11.9%,404.,334.,53.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,Pay schedules,5.,32.3,.0%,-,.0%,.,-,.0%,4.,4.,5.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,-,72.,34.8,9.7%,69.2,30.2%,13.,80.0%,20.3%,72.,54.,33.
8/4/2024,CONCENTRIX,Mexico City,Payroll,Prior payroll,-,4.,10.3,25.0%,-,.0%,.,-,25.0%,4.,2.,4.
8/4/2024,CONCENTRIX,Mexico City,Payroll,-,-,634.,30.7,11.7%,48.1,20.3%,79.,75.4%,10.4%,643.,523.,60.
8/4/2024,CONCENTRIX,Mexico City,Product setup,Custom templates,Customise forms,55.,22.5,18.2%,100.0,25.0%,6.,100.0%,16.0%,56.,37.,36.
8/4/2024,CONCENTRIX,Mexico City,Product setup,Custom templates,-,4.,22.6,50.0%,-,.0%,.,-,33.3%,4.,3.,3.
8/4/2024,CONCENTRIX,Mexico City,Product setup,List management,Class list,2.,50.3,.0%,-,-,.,-,50.0%,2.,.,2.
8/4/2024,CONCENTRIX,Mexico City,Product setup,List management,Customer list,14.,20.9,35.7%,100.0,50.0%,1.,-,11.1%,12.,7.,12.
8/4/2024,CONCENTRIX,Mexico City,Product setup,List management,-,3.,39.2,.0%,.0,100.0%,1.,100.0%,33.3%,3.,1.,3.
8/4/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Download products,39.,34.6,20.5%,83.3,23.1%,6.,100.0%,6.7%,41.,38.,31.
8/4/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Install products,68.,39.3,11.8%,76.9,25.5%,13.,90.0%,4.0%,76.,66.,43.
8/4/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,License information,76.,12.8,25.0%,-,.0%,.,-,4.3%,62.,40.,53.
8/4/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Reinstall products,140.,26.5,20.7%,85.7,21.2%,14.,92.3%,8.3%,133.,98.,66.
8/4/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Update products,96.,35.9,11.5%,31.3,22.5%,16.,80.0%,7.9%,99.,84.,45.
8/4/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,-,318.,29.1,17.9%,61.5,21.7%,39.,88.6%,6.6%,311.,244.,77.
8/4/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,Customer company settings,2.,12.4,.0%,-,.0%,.,-,.0%,2.,1.,3.
8/4/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,Display preferences,8.,16.4,37.5%,-,.0%,.,-,.0%,6.,3.,14.
8/4/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,-,9.,16.7,33.3%,-,.0%,.,-,.0%,7.,4.,15.
8/4/2024,CONCENTRIX,Mexico City,Product setup,-,-,384.,28.0,18.2%,65.2,22.1%,46.,90.5%,8.3%,376.,286.,78.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,Pay bills,12.,27.4,16.7%,-,.0%,.,-,.0%,11.,6.,11.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,Write cheques,7.,16.9,.0%,-,.0%,.,-,.0%,7.,5.,6.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,-,19.,23.5,10.5%,-,.0%,.,-,.0%,18.,11.,17.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Invoicing,Job estimates,5.,38.3,40.0%,-,.0%,.,-,.0%,5.,4.,5.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Invoicing,-,9.,24.5,55.6%,-,.0%,.,-,.0%,7.,4.,8.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Fund status,3.,15.6,66.7%,-,.0%,.,-,.0%,3.,2.,4.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Reverse payments,4.,13.2,.0%,-,.0%,.,-,25.0%,4.,2.,4.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Set up payments,14.,11.3,42.9%,-,.0%,.,-,.0%,11.,5.,15.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Trace payments,17.,16.9,.0%,-100.0,7.1%,1.,.0%,5.9%,17.,15.,10.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,-,51.,15.0,29.4%,.0,9.1%,2.,.0%,5.3%,45.,30.,36.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,Customer refunds and credits,3.,40.2,.0%,100.0,50.0%,1.,-,.0%,3.,3.,3.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,Receive payments,5.,9.6,60.0%,-,.0%,.,-,.0%,3.,2.,4.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,-,23.,15.9,56.5%,100.0,20.0%,1.,-,.0%,19.,10.,21.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Sales orders,-,5.,28.1,40.0%,-,-,.,-,.0%,4.,1.,5.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Sales receipts,-,3.,41.3,33.3%,-,-,.,-,.0%,3.,1.,3.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,Item pricing,1.,13.7,100.0%,-,-,.,-,.0%,1.,.,1.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,Item receipts,1.,8.1,100.0%,-,-,.,-,-,1.,1.,1.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,Physical stock,3.,38.0,.0%,100.0,100.0%,1.,100.0%,.0%,3.,2.,3.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,-,10.,20.6,60.0%,100.0,33.3%,1.,100.0%,12.5%,10.,6.,9.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Purchase orders,1.,6.8,.0%,-,-,.,-,100.0%,1.,1.,1.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Supplier credits,2.,18.4,50.0%,-,-,.,-,.0%,1.,.,2.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Supplier list,2.,12.0,.0%,-,.0%,.,-,50.0%,2.,2.,2.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,-,30.,22.6,13.3%,-100.0,6.7%,1.,.0%,14.8%,28.,20.,25.
8/4/2024,CONCENTRIX,Mexico City,Sales and logistics,-,-,66.,17.3,34.8%,.0,8.0%,2.,.0%,4.3%,57.,35.,45.
8/4/2024,CONCENTRIX,Mexico City,Security and risk,Data privacy,-,37.,4.6,24.3%,100.0,11.1%,1.,100.0%,3.6%,37.,17.,22.
8/4/2024,CONCENTRIX,Mexico City,Security and risk,Data security,-,96.,12.0,27.1%,50.0,11.1%,4.,66.7%,7.1%,80.,59.,45.
8/4/2024,CONCENTRIX,Mexico City,Security and risk,Fraud,Manage risks,13.,34.3,15.4%,-,.0%,.,-,10.0%,15.,11.,12.
8/4/2024,CONCENTRIX,Mexico City,Security and risk,Fraud,-,23.,27.8,17.4%,100.0,9.1%,1.,100.0%,12.5%,23.,16.,18.
8/4/2024,CONCENTRIX,Mexico City,Security and risk,-,-,483.,26.7,18.6%,62.2,15.9%,37.,84.8%,12.6%,459.,327.,78.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Business taxes,-,33.,29.3,36.4%,100.0,7.1%,1.,100.0%,4.0%,33.,22.,20.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Sales taxes,Set up sales taxes,2.,11.9,100.0%,-,-,.,-,.0%,2.,.,3.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Sales taxes,-,6.,20.1,50.0%,-,.0%,.,-,.0%,5.,1.,7.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax compliance,-,10.,22.2,10.0%,-,.0%,.,-,.0%,10.,7.,10.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax exemption,-,5.,17.5,20.0%,-,.0%,.,-,.0%,5.,3.,4.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form 1099,2.,15.0,50.0%,-,.0%,.,-,.0%,1.,1.,2.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form 1099-MISC,2.,15.0,50.0%,-,.0%,.,-,.0%,1.,1.,2.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form W-2,3.,17.6,.0%,-,.0%,.,-,.0%,2.,2.,2.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,State tax forms,32.,37.0,25.0%,50.0,26.7%,4.,75.0%,9.1%,28.,20.,19.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,-,37.,34.3,24.3%,50.0,22.2%,4.,75.0%,8.0%,31.,23.,22.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,Federal taxes,5.,16.3,40.0%,-,.0%,.,-,.0%,5.,3.,4.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,Local taxes,1.,6.9,100.0%,-,-,.,-,.0%,1.,1.,1.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,State taxes,3.,29.0,.0%,-100.0,33.3%,1.,.0%,.0%,3.,3.,3.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,-,8.,21.6,37.5%,-100.0,25.0%,1.,.0%,.0%,8.,6.,6.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax liabilities,-,31.,33.2,6.5%,33.3,25.0%,6.,60.0%,7.4%,31.,29.,21.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax notices,-,2.,4.4,100.0%,-,-,.,-,.0%,1.,1.,3.
8/4/2024,CONCENTRIX,Mexico City,Taxation,Tax return,File tax return,.,-,-,-,-,.,-,-,.,.,1.
8/4/2024,CONCENTRIX,Mexico City,Taxation,-,-,115.,28.8,22.6%,45.5,17.5%,11.,70.0%,5.7%,107.,83.,43.
8/4/2024,CONCENTRIX,Mexico City,Uncategorized - Inbound Short calls,Uncategorized - Inbound Short calls,Uncategorized - Inbound Short calls,85.,1.4,5.9%,-,.0%,.,-,-,65.,30.,37.
8/4/2024,CONCENTRIX,Mexico City,Uncategorized - Not Handled,Uncategorized - Not Handled,Uncategorized - Not Handled,.,-,-,100.0,13.0%,3.,100.0%,-,71.,33.,51.
8/4/2024,CONCENTRIX,Mexico City,Uncategorized - Others,Uncategorized - Others,Uncategorized - Others,54.,23.0,7.4%,-100.0,12.5%,1.,-,-,47.,21.,25.
8/4/2024,CONCENTRIX,Mexico City,Uncategorized - Outbound Short calls,Uncategorized - Outbound Short calls,Uncategorized - Outbound Short calls,.,-,-,-,-,.,-,-,.,.,39.
8/4/2024,CONCENTRIX,Mexico City,Uncategorized - Quick Chats,Uncategorized - Quick Chats,Uncategorized - Quick Chats,2.,2.1,.0%,-,-,.,-,-,2.,2.,1.
8/4/2024,CONCENTRIX,Mexico City,-,-,-,.,-,-,66.7,12.8%,6.,75.0%,-,83.,71.,42.
8/11/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Login and password,244.,28.7,17.6%,61.1,14.1%,18.,81.3%,12.8%,237.,180.,84.
8/11/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Manage users,33.,20.2,33.3%,100.0,11.1%,2.,100.0%,21.4%,31.,26.,30.
8/11/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Multi-user mode,53.,37.6,11.3%,83.3,22.2%,6.,100.0%,30.8%,48.,37.,46.
8/11/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Primary administrator,157.,27.7,16.6%,75.0,14.5%,12.,70.0%,15.8%,139.,103.,75.
8/11/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,-,440.,28.3,17.5%,67.6,16.2%,37.,80.6%,15.9%,413.,313.,92.
8/11/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business address,3.,36.5,33.3%,-,.0%,.,-,.0%,3.,3.,3.
8/11/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business name,24.,25.1,16.7%,100.0,22.2%,2.,100.0%,.0%,21.,15.,20.
8/11/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business phone number,16.,19.0,6.3%,100.0,28.6%,2.,100.0%,8.3%,13.,11.,18.
8/11/2024,CONCENTRIX,Mexico City,Account management,Business profile,Merchant category,4.,6.9,50.0%,-,.0%,.,-,.0%,3.,3.,5.
8/11/2024,CONCENTRIX,Mexico City,Account management,Business profile,-,68.,25.5,17.6%,100.0,16.7%,5.,100.0%,9.6%,62.,47.,49.
8/11/2024,CONCENTRIX,Mexico City,Account management,Customer profile,Manage customers,124.,26.7,31.5%,45.5,20.4%,11.,72.7%,9.7%,118.,91.,67.
8/11/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit account payment method,26.,14.3,19.2%,50.0,14.3%,2.,100.0%,17.6%,22.,16.,22.
8/11/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit billing issues,93.,17.4,26.9%,83.3,16.7%,6.,100.0%,8.8%,81.,52.,56.
8/11/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit billing updates,203.,21.8,13.8%,60.7,20.4%,28.,82.6%,10.3%,198.,167.,77.
